Device_Type,Brand,Model,Age_Years,Condition_Label,Condition_Score,Screen_Damage,Body_Damage,Battery_Health,Original_Price,Depreciation_Rate,Current_Market_Price,Resale_Price,Exchange_Price,Repair_Cost,Refurbished_Price,Demand_Score,Best_Action,Profit_if_Repaired,OLX_Resale_Price,Cashify_Exchange_Price,Price_Variation_%
Laptop,Dell,XPS 13,6,Average,57,Yes,Yes,61,120000,0.2,31457,17930,14190,4075,22412,85,Resell,407,18328,12536,2.22
Laptop,Dell,XPS 13,6,Average,56,Yes,Yes,40,120000,0.11,59637,33396,29999,7114,41745,42,Resell,1235,33795,28458,1.19
Laptop,Dell,XPS 13,3,Average,56,Yes,Yes,81,120000,0.24,52677,29499,23684,6522,36873,43,Resell,852,31963,22313,8.35
Laptop,Dell,XPS 13,6,Poor,55,Yes,Yes,89,120000,0.29,15372,8454,7352,5681,10567,81,Resell,-3568,9018,6354,6.67
Laptop,Dell,XPS 13,6,Poor,53,Yes,Yes,94,120000,0.1,63772,33799,26396,6307,42248,84,Resell,2142,34551,22665,2.22
Laptop,Dell,XPS 13,2,Poor,52,Yes,Yes,50,120000,0.17,82668,42987,32848,6099,53733,87,Repair,4647,45052,28688,4.8
Laptop,Dell,XPS 13,6,Poor,51,Yes,Yes,66,120000,0.1,63772,32523,25204,4617,40653,55,Repair,3513,35162,23599,8.11
Laptop,Dell,XPS 13,1,Poor,51,Yes,Yes,76,120000,0.28,86400,44064,34673,7539,55080,41,Repair,3477,42769,29856,-2.94
Laptop,Dell,XPS 13,3,Poor,51,Yes,Yes,92,120000,0.13,79020,40300,36214,8945,50375,88,Resell,1130,42770,32853,6.13
Laptop,Dell,XPS 13,1,Poor,51,Yes,Yes,46,120000,0.27,87600,44676,37256,6107,55845,46,Repair,5062,44564,33734,-0.25
Laptop,Dell,XPS 13,3,Poor,51,Yes,Yes,50,120000,0.24,52677,26865,19830,5189,33581,93,Resell,1527,26779,19241,-0.32
Laptop,Dell,XPS 13,4,Poor,51,Yes,Yes,76,120000,0.27,34077,17379,12470,5387,21723,47,Resell,-1043,18993,12421,9.29
Laptop,Dell,XPS 13,5,Poor,51,Yes,Yes,95,120000,0.19,41841,21338,15088,4155,26672,73,Resell,1179,20751,13315,-2.75
Laptop,Dell,XPS 13,3,Poor,48,Yes,Yes,77,120000,0.23,54783,26295,20477,8154,32868,64,Resell,-1581,25476,18921,-3.11
Laptop,Dell,XPS 13,2,Poor,48,Yes,Yes,98,120000,0.13,90828,43597,38637,4607,54496,61,Repair,6292,40704,34915,-6.64
Laptop,Dell,XPS 13,2,Poor,48,Yes,Yes,90,120000,0.14,88751,42600,38279,6761,53250,83,Repair,3889,40716,37251,-4.42
Laptop,Dell,XPS 13,6,Poor,47,Yes,Yes,100,120000,0.19,33891,15928,12065,5307,19910,60,Resell,-1325,14367,12279,-9.8
Laptop,Dell,XPS 13,1,Poor,46,Yes,Yes,55,120000,0.19,97200,44712,33143,5980,55890,53,Repair,5198,48537,31392,8.55
Laptop,Dell,XPS 13,5,Poor,46,Yes,Yes,79,120000,0.14,56451,25967,20567,5385,32458,43,Resell,1106,25773,19284,-0.75
Laptop,Dell,XPS 13,6,Poor,45,Yes,Yes,89,120000,0.26,19704,8866,7924,5222,11082,85,Resell,-3006,8521,7172,-3.89
Laptop,Dell,XPS 13,3,Poor,44,Yes,Yes,44,120000,0.15,73694,32425,28785,7161,40531,54,Resell,945,34039,25344,4.98
Laptop,Dell,XPS 13,6,Poor,43,Yes,Yes,73,120000,0.19,33891,14573,11630,5800,18216,78,Resell,-2157,14378,10745,-1.34
Laptop,Dell,XPS 13,2,Poor,42,Yes,Yes,48,120000,0.21,74892,31454,22685,5995,39317,75,Resell,1868,34178,23577,8.66
Laptop,Dell,XPS 13,1,Poor,41,Yes,Yes,51,120000,0.1,108000,44280,36332,6942,55350,82,Repair,4128,44602,37956,0.73
Laptop,Dell,XPS 13,3,Poor,39,Yes,Yes,49,120000,0.27,46682,18205,13276,7143,22756,90,Resell,-2592,17720,13895,-2.66
Laptop,Dell,XPS 13,4,Poor,39,Yes,Yes,60,120000,0.19,51656,20145,14620,7451,25181,44,Resell,-2415,21464,12857,6.55
Laptop,Dell,XPS 13,3,Poor,39,Yes,Yes,98,120000,0.27,46682,18205,15991,5815,22756,62,Resell,-1264,19983,15098,9.77
Laptop,Dell,XPS 13,2,Poor,39,Yes,Yes,45,120000,0.3,58799,22931,19301,7079,28663,60,Resell,-1347,21762,19499,-5.1
Laptop,Dell,XPS 13,6,Poor,38,Yes,Yes,82,120000,0.22,27023,10268,8515,5055,12835,48,Resell,-2488,10171,8445,-0.94
Laptop,Dell,XPS 13,3,Poor,37,Yes,Yes,46,120000,0.26,48626,17991,15393,6421,22488,60,Resell,-1924,17979,14570,-0.07
Laptop,Dell,XPS 13,6,Poor,37,Yes,Yes,98,120000,0.16,42155,15597,11157,8623,19496,65,Resell,-4724,17085,10176,9.54
Laptop,Dell,XPS 13,6,Poor,36,Yes,Yes,61,120000,0.18,36480,13132,11657,5610,16415,72,Resell,-2327,12965,11476,-1.27
Laptop,Dell,XPS 13,3,Poor,33,Yes,Yes,48,120000,0.29,42949,14173,10500,6475,17716,58,Resell,-2932,13300,10311,-6.16
Laptop,Dell,XPS 13,6,Poor,33,Yes,Yes,40,120000,0.16,42155,13911,11554,5812,17388,80,Resell,-2335,13989,10794,0.56
Laptop,Dell,XPS 13,5,Poor,33,Yes,Yes,51,120000,0.13,59810,19737,14693,5830,24671,60,Resell,-896,20818,14990,5.48
Laptop,Dell,XPS 13,2,Poor,31,Yes,Yes,92,120000,0.25,67500,20925,16775,7223,26156,64,Resell,-1992,20712,17235,-1.02
Laptop,Dell,XPS 13,3,Poor,30,Yes,Yes,43,120000,0.3,41159,12347,9377,8116,15433,43,Resell,-5030,12519,8437,1.39
Laptop,HP,Envy,1,Good,93,No,No,89,90000,0.28,64800,60264,46682,0,75330,68,Repair,15066,58932,46790,-2.21
Laptop,HP,Envy,2,Good,93,No,No,42,90000,0.12,69696,64817,54375,0,81021,43,Repair,16204,68225,53421,5.26
Laptop,HP,Envy,6,Good,92,No,No,57,90000,0.24,17342,15954,11432,0,19942,73,Repair,3988,17079,11961,7.05
Laptop,HP,Envy,5,Good,92,No,No,68,90000,0.11,50256,46235,40818,0,57793,65,Repair,11558,45695,38671,-1.17
Laptop,HP,Envy,5,Good,91,No,No,74,90000,0.12,47495,43220,36008,0,54025,88,Repair,10805,46675,37723,7.99
Laptop,HP,Envy,6,Good,88,No,No,58,90000,0.28,12538,11033,8489,0,13791,81,Resell,2758,10645,8582,-3.52
Laptop,HP,Envy,2,Good,88,No,No,100,90000,0.1,72900,64152,48457,0,80190,55,Repair,16038,65278,48076,1.76
Laptop,HP,Envy,6,Good,87,No,No,57,90000,0.22,20267,17632,14174,0,22040,56,Repair,4408,18121,14404,2.77
Laptop,HP,Envy,2,Good,86,No,No,65,90000,0.18,60516,52043,44526,0,65053,74,Repair,13010,52196,40676,0.29
Laptop,HP,Envy,1,Good,86,No,No,44,90000,0.25,67500,58050,51492,0,72562,47,Repair,14512,61884,52319,6.6
Laptop,HP,Envy,1,Good,83,No,No,63,90000,0.24,68400,56772,50474,0,70965,80,Repair,14193,61745,51634,8.76
Laptop,HP,Envy,5,Good,83,No,No,82,90000,0.17,35451,29424,25649,0,36780,50,Repair,7356,31016,26645,5.41
Laptop,HP,Envy,2,Good,82,No,No,81,90000,0.24,51984,42626,38119,0,53282,79,Repair,10656,40208,34782,-5.67
Laptop,HP,Envy,1,Good,82,No,No,46,90000,0.26,66600,54612,43953,0,68265,92,Repair,13653,51901,39705,-4.96
Laptop,HP,Envy,2,Good,81,No,No,88,90000,0.15,65024,52669,41365,0,65836,95,Repair,13167,48405,39189,-8.1
Laptop,HP,Envy,1,Good,81,No,No,59,90000,0.11,80100,64881,50484,0,81101,93,Repair,16220,70357,45620,8.44
Laptop,HP,Envy,5,Good,80,No,No,79,90000,0.16,37639,30111,22765,0,37638,79,Repair,7527,28710,20383,-4.65
Laptop,HP,Envy,6,Good,80,No,No,81,90000,0.13,39026,31220,23963,0,39025,90,Repair,7805,29031,21209,-7.01
Laptop,HP,Envy,6,Good,80,No,No,46,90000,0.21,21877,17501,14623,0,21876,89,Repair,4375,16288,13923,-6.93
Laptop,HP,Envy,4,Good,78,No,No,56,90000,0.25,28476,22211,17937,0,27763,72,Repair,5552,23617,18038,6.33
Laptop,HP,Envy,5,Good,78,No,No,51,90000,0.22,25984,20267,17915,0,25333,49,Repair,5066,20850,17611,2.88
Laptop,HP,Envy,4,Good,78,No,No,62,90000,0.28,24186,18865,13324,0,23581,44,Repair,4716,19322,13970,2.42
Laptop,HP,Envy,4,Good,78,No,No,65,90000,0.16,44808,34950,29916,0,43687,90,Repair,8737,34699,27678,-0.72
Laptop,HP,Envy,5,Good,77,No,No,42,90000,0.26,19971,15377,10908,0,19221,69,Repair,3844,16748,10826,8.92
Laptop,HP,Envy,2,Good,76,No,No,88,90000,0.11,71289,54179,38185,0,67723,67,Repair,13544,52309,36072,-3.45
Laptop,HP,Envy,2,Good,76,No,No,85,90000,0.11,71289,54179,41547,0,67723,79,Repair,13544,57523,37154,6.17
Laptop,HP,Envy,1,Average,75,No,No,80,90000,0.1,81000,60750,50375,0,75937,59,Repair,15187,66197,45343,8.97
Laptop,HP,Envy,5,Average,74,No,No,90,90000,0.12,47495,35146,29400,0,43932,95,Repair,8786,33110,27306,-5.79
Laptop,HP,Envy,5,Average,73,No,No,96,90000,0.12,47495,34671,28925,0,43338,68,Repair,8667,33090,26343,-4.56
Laptop,HP,Envy,3,Average,73,No,No,43,90000,0.25,37968,27716,19481,0,34645,82,Repair,6929,29854,19675,7.71
Laptop,HP,Envy,5,Average,73,No,No,90,90000,0.23,24361,17783,13880,0,22228,87,Repair,4445,17705,12976,-0.44
Laptop,HP,Envy,1,Average,73,No,No,75,90000,0.21,71100,51903,45531,0,64878,54,Repair,12975,54470,43663,4.95
Laptop,HP,Envy,5,Average,71,No,No,64,90000,0.26,19971,14179,10712,0,17723,92,Repair,3544,13604,9566,-4.06
Laptop,HP,Envy,2,Average,71,No,No,69,90000,0.1,72900,51759,43097,0,64698,93,Repair,12939,54494,40635,5.28
Laptop,HP,Envy,4,Average,70,No,No,53,90000,0.27,25558,17890,13686,0,22362,60,Repair,4472,19336,13770,8.08
Laptop,HP,Envy,6,Average,70,No,No,61,90000,0.18,27360,19152,14876,0,23940,89,Repair,4788,19836,13100,3.57
Laptop,HP,Envy,1,Average,69,No,No,57,90000,0.29,63900,44091,36208,0,55113,82,Repair,11022,40071,33663,-9.12
Laptop,HP,Envy,4,Average,69,No,No,89,90000,0.22,33313,22985,19267,0,28731,69,Repair,5746,24798,19965,7.89
Laptop,HP,Envy,4,Average,68,No,No,65,90000,0.2,36864,25067,18359,0,31333,74,Repair,6266,23976,18933,-4.35
Laptop,HP,Envy,1,Average,68,No,No,67,90000,0.14,77400,52632,37628,0,65790,94,Repair,13158,56959,33078,8.22
Laptop,HP,Envy,6,Average,67,No,No,72,90000,0.1,47829,32045,28310,0,40056,84,Repair,8011,29650,25405,-7.47
Laptop,HP,Envy,3,Average,66,No,No,63,90000,0.27,35011,23107,19597,0,28883,87,Repair,5776,22482,20422,-2.7
Laptop,HP,Envy,6,Average,64,No,Yes,40,90000,0.23,18758,12005,8534,1363,15006,45,Resell,1638,12835,8564,6.91
Laptop,HP,Envy,1,Average,62,No,Yes,80,90000,0.1,81000,50220,35788,3407,62775,94,Repair,9148,48771,32641,-2.89
Laptop,HP,Envy,6,Average,62,No,Yes,92,90000,0.19,25418,15759,11142,3112,19698,89,Resell,827,16386,11622,3.98
Laptop,HP,Envy,4,Average,61,No,Yes,77,90000,0.17,42712,26054,20043,3201,32567,78,Repair,3312,28561,19011,9.62
Laptop,HP,Envy,3,Average,60,No,Yes,77,90000,0.22,42709,25625,22318,2360,32031,82,Repair,4046,24758,20438,-3.38
Laptop,HP,Envy,1,Average,60,No,Yes,50,90000,0.24,68400,41040,30616,1942,51300,94,Repair,8318,41045,27081,0.01
Laptop,HP,Envy,6,Average,59,Yes,Yes,95,90000,0.13,39026,23025,16496,8386,28781,81,Resell,-2630,21016,16277,-8.73
Laptop,HP,Envy,4,Average,58,Yes,Yes,46,90000,0.23,31637,18349,16360,6609,22936,71,Resell,-2022,20174,15116,9.95
Laptop,HP,Envy,5,Average,58,Yes,Yes,45,90000,0.16,37639,21830,16012,8425,27287,53,Resell,-2968,19900,14456,-8.84
Laptop,HP,Envy,4,Average,57,Yes,Yes,74,90000,0.2,36864,21012,16917,6562,26265,47,Resell,-1309,22661,15416,7.85
Laptop,HP,Envy,4,Average,56,Yes,Yes,57,90000,0.24,30025,16814,11987,8442,21017,86,Resell,-4239,16144,12223,-3.98
Laptop,HP,Envy,1,Average,56,Yes,Yes,85,90000,0.25,67500,37800,31463,6696,47250,64,Resell,2754,39126,27488,3.51
Laptop,HP,Envy,1,Average,56,Yes,Yes,71,90000,0.2,72000,40320,28649,8132,50400,72,Resell,1948,40723,27108,1.0
Laptop,HP,Envy,2,Average,56,Yes,Yes,82,90000,0.15,65024,36413,25988,8037,45516,50,Resell,1066,39421,23608,8.26
Laptop,HP,Envy,3,Poor,55,Yes,Yes,99,90000,0.25,37968,20882,15295,4667,26102,57,Resell,553,22969,14373,9.99
Laptop,HP,Envy,5,Poor,54,Yes,Yes,57,90000,0.13,44857,24222,19321,7428,30277,68,Resell,-1373,22631,16493,-6.57
Laptop,HP,Envy,3,Poor,54,Yes,Yes,54,90000,0.14,57245,30912,22687,6477,38640,65,Resell,1251,28776,23553,-6.91
Laptop,HP,Envy,2,Poor,52,Yes,Yes,81,90000,0.17,62000,32240,23015,5214,40300,65,Resell,2846,31670,19894,-1.77
Laptop,HP,Envy,6,Poor,50,Yes,Yes,55,90000,0.2,23592,11796,9338,5348,14745,73,Resell,-2399,11362,9289,-3.68
Laptop,HP,Envy,5,Poor,48,Yes,Yes,74,90000,0.11,50256,24122,20114,5435,30152,82,Resell,595,25409,20857,5.34
Laptop,HP,Envy,6,Poor,48,Yes,Yes,70,90000,0.2,23592,11324,8942,7682,14155,67,Resell,-4851,10897,8740,-3.77
Laptop,HP,Envy,5,Poor,46,Yes,Yes,82,90000,0.12,47495,21847,19513,5237,27308,83,Resell,224,19851,16710,-9.14
Laptop,HP,Envy,1,Poor,46,Yes,Yes,40,90000,0.12,79200,36432,26203,6782,45540,53,Resell,2326,32937,26638,-9.59
Laptop,HP,Envy,5,Poor,45,Yes,Yes,61,90000,0.23,24361,10962,9255,9078,13702,95,Resell,-6338,11906,7888,8.61
Laptop,HP,Envy,2,Poor,44,Yes,Yes,76,90000,0.21,56169,24714,20675,5344,30892,44,Resell,834,26784,20761,8.38
Laptop,HP,Envy,5,Poor,44,Yes,Yes,63,90000,0.19,31381,13807,11377,6976,17258,43,Resell,-3525,13984,9763,1.28
Laptop,HP,Envy,2,Poor,43,Yes,Yes,65,90000,0.2,57600,24768,17367,7628,30960,73,Resell,-1436,26729,15183,7.92
Laptop,HP,Envy,6,Poor,43,Yes,Yes,81,90000,0.27,13620,5856,4966,4091,7320,69,Resell,-2627,5502,4520,-6.05
Laptop,HP,Envy,2,Poor,41,Yes,Yes,84,90000,0.17,62000,25420,20389,8069,31775,93,Resell,-1714,25785,20004,1.44
Laptop,HP,Envy,3,Poor,40,Yes,Yes,72,90000,0.14,57245,22898,17714,7530,28622,78,Resell,-1806,22818,16954,-0.35
Laptop,HP,Envy,6,Poor,39,Yes,Yes,50,90000,0.14,36411,14200,10817,7293,17750,92,Resell,-3743,15541,9416,9.44
Laptop,HP,Envy,3,Poor,38,Yes,Yes,56,90000,0.2,46080,17510,15223,7559,21887,80,Resell,-3182,18399,15199,5.08
Laptop,HP,Envy,6,Poor,37,Yes,Yes,81,90000,0.12,41796,15464,11953,6367,19330,72,Resell,-2501,16979,10761,9.8
Laptop,HP,Envy,6,Poor,33,Yes,Yes,87,90000,0.2,23592,7785,5629,3111,9731,79,Resell,-1165,8052,5223,3.43
Laptop,HP,Envy,1,Poor,32,Yes,Yes,42,90000,0.13,78300,25056,21622,7965,31320,73,Resell,-1701,22859,22385,-8.77
Laptop,HP,Envy,6,Poor,32,Yes,Yes,84,90000,0.27,13620,4358,3364,7537,5447,79,Resell,-6448,4584,3488,5.19
Laptop,HP,Envy,3,Poor,31,Yes,Yes,52,90000,0.27,35011,10853,9258,4794,13566,61,Resell,-2081,9856,9492,-9.19
Laptop,HP,Envy,6,Poor,31,Yes,Yes,76,90000,0.19,25418,7879,5515,5197,9848,40,Resell,-3228,7939,4949,0.76
Laptop,HP,Envy,1,Poor,31,Yes,Yes,79,90000,0.12,79200,24552,20473,3917,30690,69,Resell,2221,23340,19191,-4.94
Laptop,HP,Envy,2,Poor,30,Yes,Yes,94,90000,0.19,59049,17714,12758,5184,22142,48,Resell,-756,18590,12290,4.95
Laptop,HP,Envy,4,Poor,30,Yes,Yes,56,90000,0.24,30025,9007,6310,4327,11258,93,Resell,-2076,9730,5895,8.03
Laptop,HP,Envy,4,Poor,30,Yes,Yes,96,90000,0.2,36864,11059,8513,5075,13823,44,Resell,-2311,11720,7349,5.98
Laptop,Lenovo,Legion 5,2,Good,95,No,No,65,100000,0.14,73959,70261,53427,0,87826,59,Repair,17565,74735,50709,6.37
Laptop,Lenovo,Legion 5,4,Good,95,No,No,79,100000,0.15,52200,49590,39719,0,61987,77,Repair,12397,48271,35570,-2.66
Laptop,Lenovo,Legion 5,3,Good,95,No,No,83,100000,0.27,38901,36955,27336,0,46193,82,Repair,9238,39921,23544,8.03
Laptop,Lenovo,Legion 5,5,Good,94,No,No,76,100000,0.27,20730,19486,16271,0,24357,56,Repair,4871,18126,16136,-6.98
Laptop,Lenovo,Legion 5,5,Good,94,No,No,45,100000,0.18,37073,34848,27097,0,43560,79,Repair,8712,33987,23943,-2.47
Laptop,Lenovo,Legion 5,3,Good,93,No,No,46,100000,0.23,45653,42457,29974,0,53071,45,Repair,10614,39494,28318,-6.98
Laptop,Lenovo,Legion 5,5,Good,93,No,No,55,100000,0.1,59049,54915,39092,0,68643,43,Repair,13728,57971,33493,5.56
Laptop,Lenovo,Legion 5,2,Good,91,No,No,97,100000,0.25,56250,51187,37683,0,63983,41,Repair,12796,56238,37948,9.87
Laptop,Lenovo,Legion 5,1,Good,91,No,No,53,100000,0.11,89000,80990,59435,0,101237,51,Repair,20247,77679,56240,-4.09
Laptop,Lenovo,Legion 5,5,Good,89,No,No,63,100000,0.16,41821,37220,30624,0,46525,95,Repair,9305,34302,32045,-7.84
Laptop,Lenovo,Legion 5,5,Good,89,No,No,45,100000,0.21,30770,27385,22693,0,34231,95,Repair,6846,29501,22197,7.73
Laptop,Lenovo,Legion 5,1,Good,89,No,No,52,100000,0.12,88000,78320,70040,0,97900,63,Repair,19580,76711,60127,-2.05
Laptop,Lenovo,Legion 5,4,Good,89,No,No,64,100000,0.25,31640,28159,21938,0,35198,90,Repair,7039,30455,20250,8.15
Laptop,Lenovo,Legion 5,2,Good,88,No,No,63,100000,0.11,79210,69704,51663,0,87130,83,Repair,17426,64692,53349,-7.19
Laptop,Lenovo,Legion 5,5,Good,88,No,No,72,100000,0.11,55840,49139,43603,0,61423,66,Repair,12284,53944,44835,9.78
Laptop,Lenovo,Legion 5,3,Good,88,No,No,55,100000,0.11,70496,62036,46161,0,77545,58,Repair,15509,66480,43898,7.16
Laptop,Lenovo,Legion 5,4,Good,87,No,No,41,100000,0.22,37015,32203,23597,0,40253,77,Repair,8050,30520,21911,-5.23
Laptop,Lenovo,Legion 5,1,Good,84,No,No,95,100000,0.17,83000,69720,59419,0,87150,79,Repair,17430,69497,57186,-0.32
Laptop,Lenovo,Legion 5,4,Good,83,No,No,46,100000,0.22,37015,30722,24213,0,38402,77,Repair,7680,30576,22835,-0.48
Laptop,Lenovo,Legion 5,2,Good,81,No,No,54,100000,0.15,72249,58521,49279,0,73151,57,Repair,14630,52919,51333,-9.57
Laptop,Lenovo,Legion 5,3,Good,80,No,No,67,100000,0.23,45653,36522,31725,0,45652,84,Repair,9130,39553,27762,8.3
Laptop,Lenovo,Legion 5,2,Good,80,No,No,43,100000,0.28,51840,41472,31207,0,51840,56,Repair,10368,39153,28300,-5.59
Laptop,Lenovo,Legion 5,1,Good,79,No,No,77,100000,0.1,90000,71100,61814,0,88875,77,Repair,17775,76488,53253,7.58
Laptop,Lenovo,Legion 5,5,Good,78,No,No,96,100000,0.2,32768,25559,20612,0,31948,73,Repair,6389,27799,18862,8.76
Laptop,Lenovo,Legion 5,4,Good,78,No,No,75,100000,0.29,25411,19820,16093,0,24775,79,Repair,4955,19383,14805,-2.2
Laptop,Lenovo,Legion 5,6,Good,78,No,No,45,100000,0.12,46440,36223,31895,0,45278,45,Repair,9055,37827,30086,4.43
Laptop,Lenovo,Legion 5,2,Good,76,No,No,73,100000,0.1,81000,61560,44255,0,76950,47,Repair,15390,61642,39536,0.13
Laptop,Lenovo,Legion 5,3,Good,76,No,No,41,100000,0.25,42187,32062,28654,0,40077,45,Repair,8015,33449,25853,4.33
Laptop,Lenovo,Legion 5,4,Average,74,No,No,41,100000,0.16,49787,36842,32324,0,46052,50,Repair,9210,38983,28971,5.81
Laptop,Lenovo,Legion 5,2,Average,74,No,No,71,100000,0.15,72249,53464,38928,0,66830,83,Repair,13366,51043,38453,-4.53
Laptop,Lenovo,Legion 5,3,Average,73,No,No,65,100000,0.3,34299,25038,22057,0,31297,78,Repair,6259,25862,22801,3.29
Laptop,Lenovo,Legion 5,2,Average,72,No,No,98,100000,0.25,56250,40500,32169,0,50625,90,Repair,10125,39332,31290,-2.88
Laptop,Lenovo,Legion 5,1,Average,72,No,No,42,100000,0.26,74000,53280,37389,0,66600,60,Repair,13320,54173,35605,1.68
Laptop,Lenovo,Legion 5,4,Average,72,No,No,99,100000,0.19,43046,30993,21886,0,38741,46,Repair,7748,30639,19712,-1.14
Laptop,Lenovo,Legion 5,3,Average,71,No,No,87,100000,0.23,45653,32413,22907,0,40516,92,Repair,8103,35132,21193,8.39
Laptop,Lenovo,Legion 5,4,Average,71,No,No,98,100000,0.13,57289,40675,32703,0,50843,57,Repair,10168,37746,30933,-7.2
Laptop,Lenovo,Legion 5,4,Average,71,No,No,81,100000,0.12,59969,42577,31299,0,53221,81,Repair,10644,41315,31934,-2.96
Laptop,Lenovo,Legion 5,6,Average,71,No,No,83,100000,0.14,40456,28723,24164,0,35903,59,Repair,7180,28127,24530,-2.07
Laptop,Lenovo,Legion 5,3,Average,70,No,No,57,100000,0.12,68147,47702,36556,0,59627,76,Repair,11925,49341,34116,3.44
Laptop,Lenovo,Legion 5,6,Average,68,No,No,81,100000,0.17,32694,22231,19038,0,27788,77,Repair,5557,23314,17813,4.87
Laptop,Lenovo,Legion 5,1,Average,68,No,No,41,100000,0.11,89000,60520,53299,0,75650,84,Repair,15130,58897,52157,-2.68
Laptop,Lenovo,Legion 5,4,Average,67,No,No,85,100000,0.22,37015,24800,19828,0,31000,74,Repair,6200,23985,19112,-3.29
Laptop,Lenovo,Legion 5,5,Average,65,No,No,96,100000,0.2,32768,21299,14990,0,26623,61,Repair,5324,22162,15106,4.05
Laptop,Lenovo,Legion 5,2,Average,63,No,Yes,88,100000,0.3,48999,30869,26895,2076,38586,58,Repair,5641,32980,25055,6.84
Laptop,Lenovo,Legion 5,5,Average,62,No,Yes,52,100000,0.17,39390,24421,17691,1982,30526,49,Repair,4123,24703,17595,1.15
Laptop,Lenovo,Legion 5,5,Average,60,No,Yes,74,100000,0.27,20730,12438,10400,3814,15547,84,Resell,-705,13600,8933,9.34
Laptop,Lenovo,Legion 5,2,Average,60,No,Yes,68,100000,0.22,60840,36504,32664,3388,45630,44,Repair,5738,39826,28435,9.1
Laptop,Lenovo,Legion 5,1,Average,60,No,Yes,73,100000,0.15,85000,51000,36206,3296,63750,76,Repair,9454,53586,31814,5.07
Laptop,Lenovo,Legion 5,3,Average,59,Yes,Yes,79,100000,0.14,63605,37526,33636,7324,46907,88,Resell,2057,37911,30553,1.03
Laptop,Lenovo,Legion 5,1,Average,59,Yes,Yes,72,100000,0.18,82000,48380,42991,6358,60475,82,Repair,5737,46366,42031,-4.16
Laptop,Lenovo,Legion 5,2,Average,59,Yes,Yes,60,100000,0.18,67240,39671,31982,6291,49588,79,Repair,3626,39894,29837,0.56
Laptop,Lenovo,Legion 5,2,Average,57,Yes,Yes,75,100000,0.26,54760,31213,24774,5614,39016,41,Resell,2189,30591,24434,-1.99
Laptop,Lenovo,Legion 5,1,Poor,55,Yes,Yes,57,100000,0.14,86000,47300,35628,6757,59125,85,Repair,5068,42690,35648,-9.75
Laptop,Lenovo,Legion 5,4,Poor,52,Yes,Yes,46,100000,0.29,25411,13213,10590,4391,16516,75,Resell,-1088,13377,10788,1.24
Laptop,Lenovo,Legion 5,3,Poor,52,Yes,Yes,83,100000,0.14,63605,33074,28266,7835,41342,74,Resell,433,32307,24148,-2.32
Laptop,Lenovo,Legion 5,4,Poor,51,Yes,Yes,66,100000,0.21,38950,19864,17769,7149,24830,86,Resell,-2183,18190,15622,-8.43
Laptop,Lenovo,Legion 5,3,Poor,50,Yes,Yes,83,100000,0.28,37324,18662,16554,4204,23327,57,Resell,461,19384,15908,3.87
Laptop,Lenovo,Legion 5,1,Poor,49,Yes,Yes,55,100000,0.19,81000,39690,28890,8164,49612,66,Resell,1758,38821,24794,-2.19
Laptop,Lenovo,Legion 5,1,Poor,49,Yes,Yes,76,100000,0.29,71000,34790,27942,7814,43487,56,Resell,883,32732,29010,-5.92
Laptop,Lenovo,Legion 5,5,Poor,49,Yes,Yes,94,100000,0.13,49842,24422,17819,4218,30527,64,Resell,1887,26096,17114,6.85
Laptop,Lenovo,Legion 5,1,Poor,48,Yes,Yes,91,100000,0.27,73000,35040,28864,5264,43800,77,Repair,3496,34766,26526,-0.78
Laptop,Lenovo,Legion 5,2,Poor,48,Yes,Yes,69,100000,0.13,75690,36331,29078,9124,45413,54,Resell,-42,33993,27561,-6.44
Laptop,Lenovo,Legion 5,2,Poor,46,Yes,Yes,92,100000,0.22,60840,27986,23884,5981,34982,80,Resell,1015,28704,20665,2.57
Laptop,Lenovo,Legion 5,5,Poor,46,Yes,Yes,40,100000,0.24,25355,11663,8407,7495,14578,92,Resell,-4580,12550,7441,7.61
Laptop,Lenovo,Legion 5,6,Poor,46,Yes,Yes,84,100000,0.1,53144,24446,19819,6198,30557,42,Resell,-87,23166,19074,-5.24
Laptop,Lenovo,Legion 5,1,Poor,46,Yes,Yes,58,100000,0.14,86000,39560,33109,4106,49450,80,Repair,5784,38490,29898,-2.7
Laptop,Lenovo,Legion 5,1,Poor,45,Yes,Yes,87,100000,0.28,72000,32400,27194,5749,40500,59,Resell,2351,29939,24858,-7.6
Laptop,Lenovo,Legion 5,4,Poor,43,Yes,Yes,63,100000,0.19,43046,18509,14351,6354,23136,75,Resell,-1727,19590,14535,5.84
Laptop,Lenovo,Legion 5,1,Poor,43,Yes,Yes,97,100000,0.28,72000,30960,27384,9135,38700,95,Resell,-1395,32476,27318,4.9
Laptop,Lenovo,Legion 5,4,Poor,42,Yes,Yes,48,100000,0.18,45212,18989,13655,6301,23736,95,Resell,-1554,20385,12282,7.35
Laptop,Lenovo,Legion 5,2,Poor,41,Yes,Yes,59,100000,0.14,73959,30323,21367,4560,37903,58,Repair,3020,33330,19916,9.92
Laptop,Lenovo,Legion 5,5,Poor,40,Yes,Yes,87,100000,0.26,22190,8876,7670,7313,11095,88,Resell,-5094,8471,7379,-4.56
Laptop,Lenovo,Legion 5,4,Poor,39,Yes,Yes,44,100000,0.21,38950,15190,11262,6878,18987,67,Resell,-3081,16417,10195,8.08
